run_key,window_index,window_start_epoch_ms,window_end_epoch_ms,window_start_ts,window_end_ts,decision_window_s,event_id,rank,flow_type,traffic_profile,flow_proto,seed,port,duration_s,parallel,target_bitrate_mbps,start_active_policy,start_policy_id,start_candidate_path_id,start_elephant_path_hint,interval_count,active_seconds,transferred_mbits,throughput_mbps_mean,throughput_mbps_peak,retransmits_sum,loss_pct_mean,jitter_ms_mean,flow_share_pct,cumulative_share_pct,window_elephant_flow_count,window_total_elephant_mbits,window_topk_elephant_mbits,window_topk_share_pct
20260406_114038,0,1775446845789,1775446905789,2026-04-06T11:40:45.789+08:00,2026-04-06T11:41:45.789+08:00,60,elephant_1,1,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.001,16196.186,899.738,901.898,0.0,0.0,0.0,48.647,48.647,3,33293.343,33293.343,100.0
20260406_114038,0,1775446845789,1775446905789,2026-04-06T11:40:45.789+08:00,2026-04-06T11:41:45.789+08:00,60,elephant_0,2,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.001,16196.002,899.728,901.886,0.0,0.0,0.0,48.646,97.293,3,33293.343,33293.343,100.0
20260406_114038,0,1775446845789,1775446905789,2026-04-06T11:40:45.789+08:00,2026-04-06T11:41:45.789+08:00,60,elephant_2,3,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,1,1.001,901.155,900.255,900.255,0.0,0.0,0.0,2.707,100.0,3,33293.343,33293.343,100.0
20260406_114038,1,1775446905789,1775446965789,2026-04-06T11:41:45.789+08:00,2026-04-06T11:42:45.789+08:00,60,elephant_3,1,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.001,16200.406,899.973,901.976,0.0,0.0,0.0,50.002,50.002,3,32399.776,32399.776,100.0
20260406_114038,1,1775446905789,1775446965789,2026-04-06T11:41:45.789+08:00,2026-04-06T11:42:45.789+08:00,60,elephant_2,2,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,17,17.002,15296.604,899.694,901.711,0.0,0.0,0.0,47.212,97.214,3,32399.776,32399.776,100.0
20260406_114038,1,1775446905789,1775446965789,2026-04-06T11:41:45.789+08:00,2026-04-06T11:42:45.789+08:00,60,elephant_4,3,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,1,1.001,902.766,901.864,901.864,0.0,0.0,0.0,2.786,100.0,3,32399.776,32399.776,100.0
20260406_114038,2,1775446965789,1775447025789,2026-04-06T11:42:45.789+08:00,2026-04-06T11:43:45.789+08:00,60,elephant_5,1,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.002,16199.744,899.886,901.895,0.0,0.0,0.0,50.005,50.005,3,32396.419,32396.419,100.0
20260406_114038,2,1775446965789,1775447025789,2026-04-06T11:42:45.789+08:00,2026-04-06T11:43:45.789+08:00,60,elephant_4,2,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,17,17.0,15294.237,899.661,901.775,0.0,0.0,0.0,47.21,97.214,3,32396.419,32396.419,100.0
20260406_114038,2,1775446965789,1775447025789,2026-04-06T11:42:45.789+08:00,2026-04-06T11:43:45.789+08:00,60,elephant_6,3,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,1,1.001,902.439,901.537,901.537,0.0,0.0,0.0,2.786,100.0,3,32396.419,32396.419,100.0
20260406_114038,3,1775447025789,1775447085789,2026-04-06T11:43:45.789+08:00,2026-04-06T11:44:45.789+08:00,60,elephant_7,1,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.002,16191.642,899.436,902.636,20.0,0.0,0.0,51.425,51.425,2,31485.995,31485.995,100.0
20260406_114038,3,1775447025789,1775447085789,2026-04-06T11:43:45.789+08:00,2026-04-06T11:44:45.789+08:00,60,elephant_6,2,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,17,17.0,15294.353,899.668,900.955,0.0,0.0,0.0,48.575,100.0,2,31485.995,31485.995,100.0
20260406_114038,4,1775447085789,1775447145789,2026-04-06T11:44:45.789+08:00,2026-04-06T11:45:45.789+08:00,60,elephant_8,1,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.002,16198.647,899.825,901.079,0.0,0.0,0.0,48.645,48.645,3,33299.491,33299.491,100.0
20260406_114038,4,1775447085789,1775447145789,2026-04-06T11:44:45.789+08:00,2026-04-06T11:45:45.789+08:00,60,elephant_9,2,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.001,16198.081,899.843,901.834,2.0,0.0,0.0,48.644,97.289,3,33299.491,33299.491,100.0
20260406_114038,4,1775447085789,1775447145789,2026-04-06T11:44:45.789+08:00,2026-04-06T11:45:45.789+08:00,60,elephant_10,3,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,1,1.001,902.763,901.861,901.861,0.0,0.0,0.0,2.711,100.0,3,33299.491,33299.491,100.0
20260406_114038,5,1775447145789,1775447205789,2026-04-06T11:45:45.789+08:00,2026-04-06T11:46:45.789+08:00,60,elephant_11,1,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.001,16197.603,899.817,901.848,0.0,0.0,0.0,49.997,49.997,3,32397.131,32397.131,100.0
20260406_114038,5,1775447145789,1775447205789,2026-04-06T11:45:45.789+08:00,2026-04-06T11:46:45.789+08:00,60,elephant_10,2,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,17,17.001,15297.01,899.771,901.295,8.0,0.0,0.0,47.217,97.214,3,32397.131,32397.131,100.0
20260406_114038,5,1775447145789,1775447205789,2026-04-06T11:45:45.789+08:00,2026-04-06T11:46:45.789+08:00,60,elephant_12,3,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,1,1.0,902.518,902.518,902.518,0.0,0.0,0.0,2.786,100.0,3,32397.131,32397.131,100.0
20260406_114038,6,1775447205789,1775447265789,2026-04-06T11:46:45.789+08:00,2026-04-06T11:47:45.789+08:00,60,elephant_13,1,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,18,18.002,16202.177,900.021,902.818,0.0,0.0,0.0,50.008,50.008,3,32398.869,32398.869,100.0
20260406_114038,6,1775447205789,1775447265789,2026-04-06T11:46:45.789+08:00,2026-04-06T11:47:45.789+08:00,60,elephant_12,2,elephant,medium,tcp,42,5201,18,3,300,srte_static,static_policy_r1_h2_path_b,path_b,r1-r2-r3-r6-r7-r8,17,17.001,15293.928,899.59,902.289,0.0,0.0,0.0,47.205,97.214,3,32398.869,32398.869,100.0
