actual_start_ts,actual_end_ts,actual_start_epoch_ms,actual_end_epoch_ms,flow_type,event_id,traffic_profile,flow_proto,seed,planned_start_s,planned_end_s,port,duration_s,parallel,target_bitrate_mbps,rc,throughput_mbps,jitter_ms,lost_percent,retransmits,start_mode,start_active_policy,start_policy_id,start_candidate_path_id,start_policy_seq,start_decision_id,start_cooldown_active,start_elephant_path_hint,start_topk_rank,start_ingress_node,start_controller_epoch_s,end_mode,end_active_policy,end_policy_id,end_candidate_path_id,end_policy_seq,end_decision_id,end_cooldown_active,end_elephant_path_hint,end_topk_rank,end_ingress_node,end_controller_epoch_s,raw_json_path,start_state_snapshot,end_state_snapshot
2026-04-06T12:11:23.898,2026-04-06T12:11:26.019,1775448683899,1775448686021,mice,mice_0,medium,tcp,42,2,4,5202,2,1,20,0,20.423,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_0.json,data/state_snapshots_20260406_121119/mice_0_start.json,data/state_snapshots_20260406_121119/mice_0_end.json
2026-04-06T12:11:26.915,2026-04-06T12:11:28.123,1775448686917,1775448688125,mice,mice_1,medium,tcp,42,5,6,5202,1,1,20,0,20.940,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_1.json,data/state_snapshots_20260406_121119/mice_1_start.json,data/state_snapshots_20260406_121119/mice_1_end.json
2026-04-06T12:11:30.939,2026-04-06T12:11:32.090,1775448690940,1775448692092,mice,mice_3,medium,tcp,42,9,10,5203,1,1,20,0,20.944,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_3.json,data/state_snapshots_20260406_121119/mice_3_start.json,data/state_snapshots_20260406_121119/mice_3_end.json
2026-04-06T12:11:29.932,2026-04-06T12:11:33.075,1775448689934,1775448693077,mice,mice_2,medium,tcp,42,8,11,5202,3,1,20,0,20.260,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_2.json,data/state_snapshots_20260406_121119/mice_2_start.json,data/state_snapshots_20260406_121119/mice_2_end.json
2026-04-06T12:11:31.945,2026-04-06T12:11:34.103,1775448691946,1775448694104,mice,mice_4,medium,tcp,42,10,12,5204,2,1,20,0,20.430,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_4.json,data/state_snapshots_20260406_121119/mice_4_start.json,data/state_snapshots_20260406_121119/mice_4_end.json
2026-04-06T12:11:32.952,2026-04-06T12:11:36.098,1775448692953,1775448696100,mice,mice_5,medium,tcp,42,11,14,5203,3,1,20,0,20.263,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_5.json,data/state_snapshots_20260406_121119/mice_5_start.json,data/state_snapshots_20260406_121119/mice_5_end.json
2026-04-06T12:11:33.958,2026-04-06T12:11:37.128,1775448693959,1775448697132,mice,mice_6,medium,tcp,42,12,15,5202,3,1,20,0,20.262,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_6.json,data/state_snapshots_20260406_121119/mice_6_start.json,data/state_snapshots_20260406_121119/mice_6_end.json
2026-04-06T12:11:34.966,2026-04-06T12:11:38.177,1775448694969,1775448698183,mice,mice_7,medium,tcp,42,13,16,5204,3,1,20,0,20.264,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_7.json,data/state_snapshots_20260406_121119/mice_7_start.json,data/state_snapshots_20260406_121119/mice_7_end.json
2026-04-06T12:11:35.974,2026-04-06T12:11:39.130,1775448695975,1775448699131,mice,mice_8,medium,tcp,42,14,17,5205,3,1,20,0,20.263,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_8.json,data/state_snapshots_20260406_121119/mice_8_start.json,data/state_snapshots_20260406_121119/mice_8_end.json
2026-04-06T12:11:36.981,2026-04-06T12:11:39.156,1775448696983,1775448699158,mice,mice_9,medium,tcp,42,15,17,5203,2,1,20,0,20.436,,,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,ml_dynamic,srte_ml_dynamic,ml_policy_initial,upper_corridor,1,ml_bootstrap,0,r1-r2-r3-r4-r8,,r1,0,data/iperf_json_20260406_121119/mice_9.json,data/state_snapshots_20260406_121119/mice_9_start.json,data/state_snapshots_20260406_121119/mice_9_end.json
