run_key,window_index,window_start_epoch_ms,window_end_epoch_ms,window_start_ts,window_end_ts,decision_window_s,event_id,rank,flow_type,traffic_profile,flow_proto,seed,port,duration_s,parallel,target_bitrate_mbps,start_active_policy,start_policy_id,start_candidate_path_id,start_elephant_path_hint,interval_count,active_seconds,transferred_mbits,throughput_mbps_mean,throughput_mbps_peak,retransmits_sum,loss_pct_mean,jitter_ms_mean,flow_share_pct,cumulative_share_pct,window_elephant_flow_count,window_total_elephant_mbits,window_topk_elephant_mbits,window_topk_share_pct
20260406_110812,24,1775446340000,1775446400000,2026-04-06T11:32:20.000+08:00,2026-04-06T11:33:20.000+08:00,60,elephant_47,1,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,18,18.001,16198.41,899.862,902.691,0.0,0.0,0.0,49.998,49.998,3,32398.418,32398.418,100.0
20260406_110812,24,1775446340000,1775446400000,2026-04-06T11:32:20.000+08:00,2026-04-06T11:33:20.000+08:00,60,elephant_46,2,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,17,17.002,15297.066,899.722,901.782,0.0,0.0,0.0,47.215,97.213,3,32398.418,32398.418,100.0
20260406_110812,24,1775446340000,1775446400000,2026-04-06T11:32:20.000+08:00,2026-04-06T11:33:20.000+08:00,60,elephant_48,3,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,1,1.001,902.942,902.04,902.04,0.0,0.0,0.0,2.787,100.0,3,32398.418,32398.418,100.0
20260406_110812,25,1775446400000,1775446460000,2026-04-06T11:33:20.000+08:00,2026-04-06T11:34:20.000+08:00,60,elephant_49,1,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,18,18.002,16198.602,899.822,901.883,0.0,0.0,0.0,50.0,50.0,3,32397.162,32397.162,100.0
20260406_110812,25,1775446400000,1775446460000,2026-04-06T11:33:20.000+08:00,2026-04-06T11:34:20.000+08:00,60,elephant_48,2,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,17,17.002,15295.823,899.648,901.433,0.0,0.0,0.0,47.213,97.214,3,32397.162,32397.162,100.0
20260406_110812,25,1775446400000,1775446460000,2026-04-06T11:33:20.000+08:00,2026-04-06T11:34:20.000+08:00,60,elephant_50,3,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,1,1.001,902.737,901.835,901.835,0.0,0.0,0.0,2.786,100.0,3,32397.162,32397.162,100.0
20260406_110812,26,1775446460000,1775446520000,2026-04-06T11:34:20.000+08:00,2026-04-06T11:35:20.000+08:00,60,elephant_51,1,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,18,18.002,16201.719,899.995,901.864,0.0,0.0,0.0,50.008,50.008,3,32398.363,32398.363,100.0
20260406_110812,26,1775446460000,1775446520000,2026-04-06T11:34:20.000+08:00,2026-04-06T11:35:20.000+08:00,60,elephant_50,2,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,17,17.0,15294.182,899.658,901.731,0.0,0.0,0.0,47.207,97.214,3,32398.363,32398.363,100.0
20260406_110812,26,1775446460000,1775446520000,2026-04-06T11:34:20.000+08:00,2026-04-06T11:35:20.000+08:00,60,elephant_52,3,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,1,1.001,902.463,901.561,901.561,0.0,0.0,0.0,2.786,100.0,3,32398.363,32398.363,100.0
20260406_110812,27,1775446520000,1775446580000,2026-04-06T11:35:20.000+08:00,2026-04-06T11:36:20.000+08:00,60,elephant_53,1,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,18,18.001,16199.11,899.901,902.255,0.0,0.0,0.0,50.003,50.003,3,32396.229,32396.229,100.0
20260406_110812,27,1775446520000,1775446580000,2026-04-06T11:35:20.000+08:00,2026-04-06T11:36:20.000+08:00,60,elephant_52,2,elephant,medium,tcp,42,5201,18,3,300,igp,igp_default,igp_shortest,igp,17,17.002,15294.489,899.57,901.303,0.0,0.0,0.0,47.211,97.214,3,32396.229,32396.229,100.0
