timestamp,wall_time_epoch_ms,sample_id,experiment_id,elapsed_s,dt_s,probe_label,ping_src,ping_dst,ping_cmd_ok,ping_ok,ping_sent,ping_received,ping_reply_count,ping_loss_pct,ping_rtts_ms,ping_rtt_min_ms,ping_rtt_avg_ms,ping_rtt_max_ms,ping_rtt_mdev_ms,ping_rtt_p50_ms,ping_rtt_p95_ms,ping_rtt_p99_ms
2026-04-06T11:08:11.188,1775444891188,0,exp_igp_run1,0.001,0.001,h1_to_h2,clab-srte8-h1,192.168.8.2,1,1,5,5,5,0.0,0.108;0.153;0.074;0.131;0.084,0.074,0.11,0.153,0.029,0.108,0.149,0.152
2026-04-06T11:08:11.188,1775444891188,0,exp_igp_run1,0.001,0.001,h2_to_h1,clab-srte8-h2,192.168.1.2,1,1,5,5,5,0.0,0.144;0.087;0.164;0.085;0.215,0.085,0.139,0.215,0.049,0.144,0.205,0.213
2026-04-06T11:08:13.876,1775444893876,1,exp_igp_run1,2.689,2.687,h1_to_h2,clab-srte8-h1,192.168.8.2,1,1,5,5,5,0.0,0.089;0.070;0.060;0.070;0.066,0.06,0.071,0.089,0.009,0.07,0.085,0.088
2026-04-06T11:08:13.876,1775444893876,1,exp_igp_run1,2.689,2.687,h2_to_h1,clab-srte8-h2,192.168.1.2,1,1,5,5,5,0.0,0.177;0.064;0.118;0.169;0.070,0.064,0.119,0.177,0.047,0.118,0.175,0.177
2026-04-06T11:08:16.523,1775444896523,2,exp_igp_run1,5.335,2.647,h1_to_h2,clab-srte8-h1,192.168.8.2,1,1,5,5,5,0.0,0.080;0.122;0.052;0.075;0.088,0.052,0.083,0.122,0.022,0.08,0.115,0.121
2026-04-06T11:08:16.523,1775444896523,2,exp_igp_run1,5.335,2.647,h2_to_h1,clab-srte8-h2,192.168.1.2,1,1,5,5,5,0.0,0.092;0.095;0.154;0.194;0.084,0.084,0.123,0.194,0.043,0.095,0.186,0.192
2026-04-06T11:08:19.182,1775444899182,3,exp_igp_run1,7.995,2.659,h1_to_h2,clab-srte8-h1,192.168.8.2,1,1,5,5,5,0.0,0.056;0.069;0.054;0.069;0.064,0.054,0.062,0.069,0.006,0.064,0.069,0.069
2026-04-06T11:08:19.182,1775444899182,3,exp_igp_run1,7.995,2.659,h2_to_h1,clab-srte8-h2,192.168.1.2,1,1,5,5,5,0.0,0.107;0.037;0.049;0.076;0.045,0.037,0.062,0.107,0.025,0.049,0.101,0.106
2026-04-06T11:08:21.872,1775444901872,4,exp_igp_run1,10.685,2.691,h1_to_h2,clab-srte8-h1,192.168.8.2,1,1,5,5,5,0.0,0.059;0.070;0.036;0.037;0.051,0.036,0.05,0.07,0.013,0.051,0.068,0.07
2026-04-06T11:08:21.872,1775444901872,4,exp_igp_run1,10.685,2.691,h2_to_h1,clab-srte8-h2,192.168.1.2,1,1,5,5,5,0.0,0.114;0.037;0.051;0.050;0.044,0.037,0.059,0.114,0.027,0.05,0.101,0.111
