actual_start_ts,actual_end_ts,actual_start_epoch_ms,actual_end_epoch_ms,flow_type,event_id,traffic_profile,flow_proto,seed,planned_start_s,planned_end_s,port,duration_s,parallel,target_bitrate_mbps,rc,throughput_mbps,jitter_ms,lost_percent,retransmits,start_mode,start_active_policy,start_policy_id,start_candidate_path_id,start_policy_seq,start_decision_id,start_cooldown_active,start_elephant_path_hint,start_topk_rank,start_ingress_node,start_controller_epoch_s,end_mode,end_active_policy,end_policy_id,end_candidate_path_id,end_policy_seq,end_decision_id,end_cooldown_active,end_elephant_path_hint,end_topk_rank,end_ingress_node,end_controller_epoch_s,raw_json_path,start_state_snapshot,end_state_snapshot
2026-04-06T11:40:42.772,2026-04-06T11:40:44.904,1775446842774,1775446844906,mice,mice_0,medium,tcp,42,2,4,5202,2,1,20,0,20.429,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_0.json,data/state_snapshots_20260406_114038/mice_0_start.json,data/state_snapshots_20260406_114038/mice_0_end.json
2026-04-06T11:40:45.788,2026-04-06T11:40:46.958,1775446845790,1775446846960,mice,mice_1,medium,tcp,42,5,6,5202,1,1,20,0,20.925,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_1.json,data/state_snapshots_20260406_114038/mice_1_start.json,data/state_snapshots_20260406_114038/mice_1_end.json
2026-04-06T11:40:49.811,2026-04-06T11:40:50.957,1775446849813,1775446850960,mice,mice_3,medium,tcp,42,9,10,5203,1,1,20,0,20.943,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_3.json,data/state_snapshots_20260406_114038/mice_3_start.json,data/state_snapshots_20260406_114038/mice_3_end.json
2026-04-06T11:40:48.805,2026-04-06T11:40:51.962,1775446848806,1775446851964,mice,mice_2,medium,tcp,42,8,11,5202,3,1,20,0,20.270,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_2.json,data/state_snapshots_20260406_114038/mice_2_start.json,data/state_snapshots_20260406_114038/mice_2_end.json
2026-04-06T11:40:50.818,2026-04-06T11:40:53.027,1775446850820,1775446853029,mice,mice_4,medium,tcp,42,10,12,5204,2,1,20,0,20.442,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_4.json,data/state_snapshots_20260406_114038/mice_4_start.json,data/state_snapshots_20260406_114038/mice_4_end.json
2026-04-06T11:40:51.824,2026-04-06T11:40:54.977,1775446851826,1775446854980,mice,mice_5,medium,tcp,42,11,14,5203,3,1,20,0,20.263,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_5.json,data/state_snapshots_20260406_114038/mice_5_start.json,data/state_snapshots_20260406_114038/mice_5_end.json
2026-04-06T11:40:52.830,2026-04-06T11:40:55.987,1775446852832,1775446855989,mice,mice_6,medium,tcp,42,12,15,5202,3,1,20,0,20.263,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_6.json,data/state_snapshots_20260406_114038/mice_6_start.json,data/state_snapshots_20260406_114038/mice_6_end.json
2026-04-06T11:40:53.836,2026-04-06T11:40:56.990,1775446853838,1775446856992,mice,mice_7,medium,tcp,42,13,16,5204,3,1,20,0,20.264,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_7.json,data/state_snapshots_20260406_114038/mice_7_start.json,data/state_snapshots_20260406_114038/mice_7_end.json
2026-04-06T11:40:55.851,2026-04-06T11:40:57.986,1775446855853,1775446857988,mice,mice_9,medium,tcp,42,15,17,5203,2,1,20,0,20.433,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_9.json,data/state_snapshots_20260406_114038/mice_9_start.json,data/state_snapshots_20260406_114038/mice_9_end.json
2026-04-06T11:40:54.845,2026-04-06T11:40:58.117,1775446854847,1775446858118,mice,mice_8,medium,tcp,42,14,17,5205,3,1,20,0,20.262,,,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,static,srte_static,static_policy_r1_h2_path_b,path_b,1,static_srte_seed42,0,r1-r2-r3-r6-r7-r8,,r1,0,data/iperf_json_20260406_114038/mice_8.json,data/state_snapshots_20260406_114038/mice_8_start.json,data/state_snapshots_20260406_114038/mice_8_end.json
